ZIP_CODE,CITY_NAME,COUNTY_NAME,COUNTY_FIPS_CODE,STATE_CODE,TOT_HOME_AVAILABLE_2020,TOT_HOME_AVAILABLE_2021,RT_BUILDING_PERMIT_YOY_2022_2021,AVG_PEOPLE_PER_HOME,EST_TOTAL_HOME_DEMAND_2030,TOT_BALANCE_INVENTORY,TOT_FX_CONSTRUCTION_5Y,TOT_HOUSING_UNIT,TOT_OWNER_OCCUPIED_HOUSING_UNIT,TOT_RENTER_OCCUPIED_HOUSING_UNIT,RT_VACANCY,RT_VACANCY_RENTAL,LBL_LATEST_HOUSING_YEAR_DATA,IDX_DEMAND_SUPPLY,UPDATED_AT
97269,Portland,Clackamas County,41005,OR,,,-0.195976155,,,,,16732,8674,7124,0.055821181,0.047,2021,,12/3/2024
97036,Marylhurst,Clackamas County,41005,OR,,,-0.195976155,,,,,8870,6312,1960,0.067418264,0.016,2021,,12/3/2024
98393,Tracyton,Kitsap County,53035,WA,,,-0.063848921,,,,,10482,7240,2781,0.043980156,0.064,2021,,12/3/2024
98322,Burley,Kitsap County,53035,WA,,,-0.063848921,,,,,12178,9828,1620,0.059944162,0.05,2021,,12/3/2024
98061,Rollingbay,Kitsap County,53035,WA,,,-0.063848921,,,,,10430,7885,1939,0.05810163,0.004,2021,,12/3/2024
98384,South Colby,Kitsap County,53035,WA,,,-0.063848921,,,,,14947,9157,4890,0.060212752,0.038,2021,,12/3/2024
98386,Southworth,Kitsap County,53035,WA,,,-0.063848921,,,,,14947,9157,4890,0.060212752,0.038,2021,,12/3/2024
97432,Dillard,Douglas County,41019,OR,,17,-0.304615385,,,,,2926,1922,798,0.070403281,0,2021,,12/3/2024
97252,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,12183,6499,5026,0.054009686,0.038,2021,,12/3/2024
97286,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,21950,14220,7118,0.027881549,0.012,2021,,12/3/2024
97208,Portland,Multnomah County,41051,OR,,13,0.032679739,,,,,13,0,0,1,,2021,,12/3/2024
97282,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,19146,9407,8858,0.046014833,0.046,2021,,12/3/2024
97238,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,6408,3531,2527,0.054619226,0.035,2021,,12/3/2024
97293,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,15491,4699,9713,0.069653347,0.046,2021,,12/3/2024
97228,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,13,0,0,1,,2021,,12/3/2024
97280,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,19149,12993,5313,0.044023187,0.085,2021,,12/3/2024
97254,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,6408,3531,2527,0.054619226,0.035,2021,,12/3/2024
97283,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,13166,7345,5315,0.038432326,0.014,2021,,12/3/2024
97294,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,16878,9992,5833,0.062388909,0.061,2021,,12/3/2024
97253,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,12183,6499,5026,0.054009686,0.038,2021,,12/3/2024
97290,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,13607,7404,5631,0.042037187,0.038,2021,,12/3/2024
97240,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,431,21,410,0,0,2021,,12/3/2024
97296,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,7376,2424,4223,0.098834056,0.077,2021,,12/3/2024
97292,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,7230,3912,3074,0.033748271,0.023,2021,,12/3/2024
97207,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,10206,2717,6421,0.104644327,0.087,2021,,12/3/2024
97251,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,16878,9992,5833,0.062388909,0.061,2021,,12/3/2024
97250,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,12183,6499,5026,0.054009686,0.038,2021,,12/3/2024
97242,Portland,Multnomah County,41051,OR,,,0.032679739,,,,,19146,9407,8858,0.046014833,0.046,2021,,12/3/2024
97010,Bridal Veil,Multnomah County,41051,OR,,,0.032679739,,,,,805,508,160,0.170186335,0.07,2021,,12/3/2024
99345,Paterson,Benton County,53005,WA,84,70,-0.360474308,,,,,70,39,28,0.042857143,0,2021,,12/3/2024
98853,Stratford,Grant County,53025,WA,34,79,-0.137190083,,,,,79,59,0,0.253164557,,2021,,12/3/2024
97533,Murphy,Josephine County,41033,OR,,,-0.071698113,,,,,15362,10126,4437,0.052011457,0.032,2021,,12/3/2024
97528,Grants Pass,Josephine County,41033,OR,,,-0.071698113,,,,,15911,9803,5312,0.050028282,0.028,2021,,12/3/2024
98255,Hamilton,Skagit County,53057,WA,105,127,-0.213855422,,,,,127,118,9,0,0,2021,,12/3/2024
98238,Conway,Skagit County,53057,WA,40,45,-0.213855422,,,,,45,0,45,0,0,2021,,12/3/2024
97752,Post,Crook County,41013,OR,27,34,-0.142857143,,,,,34,0,0,1,,2021,,12/3/2024
98297,Waldron,San Juan County,53055,WA,177,168,-0.35483871,,,,,168,38,4,0.75,0,2021,,12/3/2024
97298,Portland,Washington County,41067,OR,,,-0.255205811,,,,,12392,5892,5794,0.05697224,0.064,2021,,12/3/2024
97078,Beaverton,Washington County,41067,OR,,9050,-0.255205811,,,,,18833,13820,4579,0.023044656,0.041,2021,,12/3/2024
97003,Beaverton,Washington County,41067,OR,,10977,-0.255205811,,,,,18556,8695,9250,0.032927355,0.023,2021,,12/3/2024
97079,Beaverton,Washington County,41067,OR,,,-0.255205811,,,,,12736,6619,5748,0.02897299,0.03,2021,,12/3/2024
97291,Portland,Washington County,41067,OR,,,-0.255205811,,,,,27077,18384,7940,0.02780958,0.027,2021,,12/3/2024
97129,Hillsboro,Washington County,41067,OR,,,-0.255205811,,,,,21836,9921,10875,0.047627771,0.021,2021,,12/3/2024
97075,Beaverton,Washington County,41067,OR,,,-0.255205811,,,,,11729,4288,7067,0.031886776,0.018,2021,,12/3/2024
97281,Portland,Washington County,41067,OR,,,-0.255205811,,,,,20839,12783,7523,0.025577043,0.039,2021,,12/3/2024
99302,Pasco,Franklin County,53021,WA,,,-0.349230769,,,,,26423,17618,7529,0.048291261,0.023,2021,,12/3/2024
99335,Kahlotus,Franklin County,53021,WA,118,91,-0.349230769,,,,,91,46,10,0.384615385,0,2021,,12/3/2024
99104,Belmont,Whitman County,53075,WA,,,-0.275229358,,,,,364,237,72,0.151098901,0,2021,,12/3/2024
99164,Pullman,Whitman County,53075,WA,,,-0.275229358,,,,,,,,,,,,12/3/2024
97905,Durkee,Baker County,41001,OR,74,69,-0.152542373,,,,,69,33,30,0.086956522,0,2021,,12/3/2024
98609,Carrolls,Cowlitz County,53015,WA,,,0.087412587,,,,,10640,7007,3192,0.041447368,0.006,2021,,12/3/2024
98950,Vantage,Kittitas County,53037,WA,45,33,-0.097560976,,,,,33,0,0,1,,2021,,12/3/2024
98231,Blaine,Whatcom County,53073,WA,,,-0.087837838,,,,,9404,5992,1910,0.159719268,0.021,2021,,12/3/2024
98227,Bellingham,Whatcom County,53073,WA,,,-0.087837838,,,,,23305,9190,12753,0.058442394,0.031,2021,,12/3/2024
98228,Bellingham,Whatcom County,53073,WA,,,-0.087837838,,,,,19858,11679,7211,0.048746097,0.042,2021,,12/3/2024
98554,Lebam,Pacific County,53049,WA,,,0.161904762,,,,,3119,2385,428,0.098108368,0.07,2021,,12/3/2024
98561,Menlo,Pacific County,53049,WA,,,0.161904762,,,,,3119,2385,428,0.098108368,0.07,2021,,12/3/2024
98637,Nahcotta,Pacific County,53049,WA,,,0.161904762,,,,,4965,2171,188,0.524874119,0.138,2021,,12/3/2024
97909,Jamieson,Malheur County,41045,OR,,40,-0.085714286,,,,,40,0,7,0.825,0,2021,,12/3/2024
97920,Westfall,Malheur County,41045,OR,29,22,-0.085714286,,,,,22,6,7,0.409090909,0,2021,,12/3/2024
97902,Arock,Malheur County,41045,OR,,18,-0.085714286,,,,,353,90,89,0.492917847,0.043,2021,,12/3/2024
97917,Riverside,Malheur County,41045,OR,,20,-0.085714286,,,,,64,21,11,0.5,0,2021,,12/3/2024
98807,Wenatchee,Chelan County,53007,WA,,,-0.241666667,,,,,17717,9671,7039,0.056838065,0.013,2021,,12/3/2024
98817,Chelan Falls,Chelan County,53007,WA,88,63,-0.241666667,,,,,63,51,12,0,0,2021,,12/3/2024
97602,Klamath Falls,Klamath County,41035,OR,,,-0.098901099,,,,,12985,8123,4160,0.05406238,0.008,2021,,12/3/2024
97604,Crater Lake,Klamath County,41035,OR,43,30,-0.098901099,,,,,30,0,0,1,,2021,,12/3/2024
98417,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,10226,6262,3297,0.065225895,0.076,2021,,12/3/2024
98431,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,4754,35,4233,0.102229701,0.076,2021,,12/3/2024
98344,Kapowsin,Pierce County,53053,WA,,,-0.27595884,,,,,11251,9167,1635,0.039907564,0.037,2021,,12/3/2024
98416,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,0,0,0,,,2021,,12/3/2024
98490,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,11744,4653,6698,0.033463896,0.018,2021,,12/3/2024
98413,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,11744,4653,6698,0.033463896,0.018,2021,,12/3/2024
98493,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,12318,6710,4652,0.077610002,0.055,2021,,12/3/2024
98464,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,12566,6328,5540,0.055546713,0.046,2021,,12/3/2024
98395,Wauna,Pierce County,53053,WA,,,-0.27595884,,,,,4457,3683,404,0.083015481,0.071,2021,,12/3/2024
98421,Tacoma,Pierce County,53053,WA,,12,-0.27595884,,,,,12,0,12,0,0,2021,,12/3/2024
98397,Longmire,Pierce County,53053,WA,,,-0.27595884,,,,,857,363,77,0.486581097,0,2021,,12/3/2024
98496,Lakewood,Pierce County,53053,WA,,,-0.27595884,,,,,14584,4829,8806,0.065071311,0.04,2021,,12/3/2024
98448,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,13903,5860,7104,0.06753938,0.05,2021,,12/3/2024
98401,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,4398,866,3031,0.113915416,0.064,2021,,12/3/2024
98352,Sumner,Pierce County,53053,WA,,,-0.27595884,,,,,4716,2536,2039,0.029898219,0,2021,,12/3/2024
98447,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,0,0,0,,,2021,,12/3/2024
98411,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,11744,4653,6698,0.033463896,0.018,2021,,12/3/2024
98348,La Grande,Pierce County,53053,WA,,,-0.27595884,,,,,4098,3147,563,0.094680332,0.026,2021,,12/3/2024
98558,McKenna,Pierce County,53053,WA,,,-0.27595884,,,,,0,0,0,,,2021,,12/3/2024
98398,Paradise Inn,Pierce County,53053,WA,,,-0.27595884,,,,,857,363,77,0.486581097,0,2021,,12/3/2024
98430,Camp Murray,Pierce County,53053,WA,,,-0.27595884,,,,,0,0,0,,,2021,,12/3/2024
98419,Tacoma,Pierce County,53053,WA,,,-0.27595884,,,,,4230,2716,1339,0.041371158,0.041,2021,,12/3/2024
98566,Neilton,Grays Harbor County,53027,WA,,118,-0.101895735,,,,,159,42,5,0.704402516,0,2021,,12/3/2024
98559,Malone,Grays Harbor County,53027,WA,,,-0.101895735,,,,,0,0,0,,,2021,,12/3/2024
98562,Moclips,Grays Harbor County,53027,WA,173,205,-0.101895735,,,,,205,0,43,0.790243902,0,2021,,12/3/2024
98571,Pacific Beach,Grays Harbor County,53027,WA,418,392,-0.101895735,,,,,392,0,77,0.803571429,0,2021,,12/3/2024
97475,Springfield,Lane County,41039,OR,,,-0.049450549,,,,,16469,8094,8086,0.017548121,0.006,2021,,12/3/2024
97440,Eugene,Lane County,41039,OR,,,-0.049450549,,,,,23332,6799,15440,0.046845534,0.023,2021,,12/3/2024
97409,Alvadore,Lane County,41039,OR,,,-0.049450549,,,,,5982,4240,1577,0.027582748,0,2021,,12/3/2024
97491,Wedderburn,Curry County,41015,OR,,,0.095238095,,,,,3340,1942,685,0.213473054,0.126,2021,,12/3/2024
97464,Ophir,Curry County,41015,OR,,,0.095238095,,,,,3340,1942,685,0.213473054,0.126,2021,,12/3/2024
97335,Crabtree,Linn County,41043,OR,,44,-0.428571429,,,,,2036,1560,376,0.049115914,0,2021,,12/3/2024
97336,Crawfordsville,Linn County,41043,OR,,22,-0.428571429,,,,,5966,4129,1673,0.027489105,0.064,2021,,12/3/2024
98539,Doty,Lewis County,53041,WA,,65,-0.084745763,,,,,10262,7126,2452,0.066653674,0.038,2021,,12/3/2024
98522,Adna,Lewis County,53041,WA,,,-0.084745763,,,,,10262,7126,2452,0.066653674,0.038,2021,,12/3/2024
98668,Vancouver,Clark County,53011,WA,,,-0.329571106,,,,,21234,8889,11509,0.03937082,0.022,2021,,12/3/2024
98666,Vancouver,Clark County,53011,WA,,,-0.329571106,,,,,6269,2600,3249,0.066996331,0.041,2021,,12/3/2024
98622,Heisson,Clark County,53011,WA,,,-0.329571106,,,,,13205,10154,2552,0.037788716,0.02,2021,,12/3/2024
98687,Vancouver,Clark County,53011,WA,,,-0.329571106,,,,,12913,6909,5542,0.035777898,0.012,2021,,12/3/2024
98623,Husum,Klickitat County,53039,WA,,22,-0.304812834,,,,,3111,2205,610,0.095146255,0.022,2021,,12/3/2024
98278,Oak Harbor,Island County,53029,WA,,,-0.025575448,,,,,0,0,0,,,2021,,12/3/2024
97703,Bend,Deschutes County,41017,OR,,15284,-0.320645905,,,,,17674,9513,7198,0.054486817,0.026,2021,,12/3/2024
97709,Bend,Deschutes County,41017,OR,,,-0.320645905,,,,,17674,9513,7198,0.054486817,0.026,2021,,12/3/2024
97708,Bend,Deschutes County,41017,OR,,,-0.320645905,,,,,17674,9513,7198,0.054486817,0.026,2021,,12/3/2024
98343,Joyce,Clallam County,53009,WA,,,-0.150326797,,,,,6963,4479,1482,0.14390349,0.022,2021,,12/3/2024
98324,Carlsborg,Clallam County,53009,WA,,,-0.150326797,,,,,15601,10928,3181,0.095634895,0.026,2021,,12/3/2024
97311,Salem,Marion County,41047,OR,,,-0.401500938,,,,,20921,8487,11128,0.062425314,0.051,2021,,12/3/2024
97314,Salem,Marion County,41047,OR,,,-0.401500938,,,,,20921,8487,11128,0.062425314,0.051,2021,,12/3/2024
97342,Detroit,Marion County,41047,OR,557,487,-0.401500938,,,,,487,43,4,0.90349076,0.455,2021,,12/3/2024
97309,Salem,Marion County,41047,OR,,,-0.401500938,,,,,17634,10193,6369,0.060791652,0.079,2021,,12/3/2024
97307,Keizer,Marion County,41047,OR,,,-0.401500938,,,,,15275,9033,5676,0.03705401,0.021,2021,,12/3/2024
97308,Salem,Marion County,41047,OR,,,-0.401500938,,,,,20921,8487,11128,0.062425314,0.051,2021,,12/3/2024
97373,Saint Benedict,Marion County,41047,OR,,,-0.401500938,,,,,0,0,0,,,2021,,12/3/2024
97310,Salem,Marion County,41047,OR,,,-0.401500938,,,,,20921,8487,11128,0.062425314,0.051,2021,,12/3/2024
97312,Salem,Marion County,41047,OR,,,-0.401500938,,,,,20921,8487,11128,0.062425314,0.051,2021,,12/3/2024
97044,Odell,Hood River County,41027,OR,,,-0.516129032,,,,,8059,4999,2365,0.086238987,0,2021,,12/3/2024
98175,Seattle,King County,53033,WA,,,-0.138418948,,,,,20488,8852,10484,0.056228036,0.058,2021,,12/3/2024
98063,Federal Way,King County,53033,WA,,,-0.138418948,,,,,19809,8978,10010,0.041445807,0.042,2021,,12/3/2024
98041,Bothell,King County,53033,WA,,,-0.138418948,,,,,11985,6616,4517,0.071088861,0.087,2021,,12/3/2024
98138,Seattle,King County,53033,WA,,,-0.138418948,,,,,11588,4850,6023,0.06170176,0.019,2021,,12/3/2024
98154,Seattle,King County,53033,WA,,,-0.138418948,,,,,0,0,0,,,2021,,12/3/2024
98127,Seattle,King County,53033,WA,,,-0.138418948,,,,,15425,6009,8638,0.050437601,0.02,2021,,12/3/2024
98083,Kirkland,King County,53033,WA,,,-0.138418948,,,,,17946,10755,6018,0.065362755,0.023,2021,,12/3/2024
98015,Bellevue,King County,53033,WA,,,-0.138418948,,,,,14640,10938,2844,0.058606557,0.06,2021,,12/3/2024
98139,Seattle,King County,53033,WA,,,-0.138418948,,,,,10647,6245,3941,0.043298582,0.003,2021,,12/3/2024
98191,Seattle,King County,53033,WA,,,-0.138418948,,,,,11914,1517,8610,0.149991607,0.037,2021,,12/3/2024
98025,Hobart,King County,53033,WA,,,-0.138418948,,,,,13058,10973,1760,0.024888957,0,2021,,12/3/2024
98035,Kent,King County,53033,WA,,,-0.138418948,,,,,15102,5941,8254,0.06005827,0.039,2021,,12/3/2024
98113,Seattle,King County,53033,WA,,,-0.138418948,,,,,26873,11252,14031,0.059167194,0.025,2021,,12/3/2024
98124,Seattle,King County,53033,WA,,,-0.138418948,,,,,290,76,170,0.151724138,0.141,2021,,12/3/2024
98009,Bellevue,King County,53033,WA,,,-0.138418948,,,,,19989,6837,11288,0.093251288,0.057,2021,,12/3/2024
98093,Federal Way,King County,53033,WA,,,-0.138418948,,,,,18997,11336,6560,0.057956519,0.062,2021,,12/3/2024
98145,Seattle,King County,53033,WA,,,-0.138418948,,,,,18732,5614,11146,0.105274397,0.1,2021,,12/3/2024
98089,Kent,King County,53033,WA,,,-0.138418948,,,,,15102,5941,8254,0.06005827,0.039,2021,,12/3/2024
98165,Seattle,King County,53033,WA,,,-0.138418948,,,,,20488,8852,10484,0.056228036,0.058,2021,,12/3/2024
98114,Seattle,King County,53033,WA,,,-0.138418948,,,,,9547,865,7434,0.130721693,0.075,2021,,12/3/2024
98174,Seattle,King County,53033,WA,,,-0.138418948,,,,,0,0,0,,,2021,,12/3/2024
98131,Seattle,King County,53033,WA,,,-0.138418948,,,,,12934,6800,5420,0.05520334,0.01,2021,,12/3/2024
98129,Seattle,King County,53033,WA,,,-0.138418948,,,,,20291,4032,14040,0.109358829,0.041,2021,,12/3/2024
98194,Seattle,King County,53033,WA,,,-0.138418948,,,,,9547,865,7434,0.130721693,0.075,2021,,12/3/2024
98071,Auburn,King County,53033,WA,,,-0.138418948,,,,,12105,9243,2577,0.02354399,0.007,2021,,12/3/2024
98073,Redmond,King County,53033,WA,,,-0.138418948,,,,,31851,15174,15007,0.052431635,0.04,2021,,12/3/2024
98161,Seattle,King County,53033,WA,,,-0.138418948,,,,,11914,1517,8610,0.149991607,0.037,2021,,12/3/2024
98064,Kent,King County,53033,WA,,,-0.138418948,,,,,14156,8931,4785,0.031082227,0.024,2021,,12/3/2024
98111,Seattle,King County,53033,WA,,,-0.138418948,,,,,11914,1517,8610,0.149991607,0.037,2021,,12/3/2024
98185,Seattle,King County,53033,WA,,,-0.138418948,,,,,0,0,0,,,2021,,12/3/2024
98158,Seattle,King County,53033,WA,,,-0.138418948,,,,,0,0,0,,,2021,,12/3/2024
98170,Seattle,King County,53033,WA,,,-0.138418948,,,,,11914,1517,8610,0.149991607,0.037,2021,,12/3/2024
98181,Seattle,King County,53033,WA,,,-0.138418948,,,,,11914,1517,8610,0.149991607,0.037,2021,,12/3/2024
98195,Seattle,King County,53033,WA,,,-0.138418948,,,,,0,0,0,,,2021,,12/3/2024
98062,Seahurst,King County,53033,WA,,,-0.138418948,,,,,9724,5873,3258,0.060983135,0.062,2021,,12/3/2024
